"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009063","BP","GO:0009063","cellular amino acid catabolic process","25/1852","97/22026",2.92782272176885e-07,1.80486103912912e-05,1.53101765416775e-05,"EDA36/NA/DELTA-OAT/ETFQO/AtHGO/DIN4/MCCA/AtTAT1/GDH1/ATHSPRO2/THA1/BCDH/HPD/MCCB/ALDH6B2/AT-POX/LKR/GDH2/ATMGL/AtTAT2/PDH2/NA/ATIVD/ASN1/GABA-T",25
"GO:0006955","BP","GO:0006955","immune response","63/1852","388/22026",3.10239518750134e-07,1.85271162603596e-05,1.57160808840529e-05,"ATEXO70E2/NA/ZAR1/SZE2/QQS/ACD1/ATSYP122/ATWRKY53/AT-RLK3/SZE1/BGLU26/DELTA-OAT/CAD1/AT-SYR1/ATCHITIV/AtGILP/ATMES9/NSL1/LORE/BAH1/NA/ATPUB17/LSD1/AtRIN4/CBP60a/ATBXL4/CRK13/ATHSPRO2/UBAC2B/AtNHR2B/ATEXO70E1/LIK1/AtNHR2A/ATIRE1-2/ATHS83/ATL6/ATPSKR1/ATECS1/ILL6/LRR/PUB25/ATTLP1/THE1/JAS1/EARLI1/ATMLO12/ANAC092/NA/AZI1/PRP/AtCML24/EXT-like/EFR/ATMLO2/NA/PLDBETA/NHL3/ATWRKY33/ANAC062/AtSAP9/B120/ATWRKY11/AHL27",63
"GO:0009816","BP","GO:0009816","defense response to bacterium, incompatible interaction","17/1852","51/22026",4.51013968209763e-07,2.6117808886329e-05,2.21550721225849e-05,"SZE2/ACD1/ATWRKY53/AT-RLK3/SZE1/DELTA-OAT/AtRIN4/CBP60a/ATHSPRO2/AtNHR2B/AtNHR2A/ATIRE1-2/ATHS83/ATL6/ATECS1/PLDBETA/NHL3",17
"GO:0045087","BP","GO:0045087","innate immune response","60/1852","372/22026",7.40367186049687e-07,4.11105565583004e-05,3.48730381446928e-05,"NA/SZE2/QQS/ACD1/ATSYP122/ATWRKY53/AT-RLK3/SZE1/BGLU26/DELTA-OAT/CAD1/AT-SYR1/ATCHITIV/AtGILP/ATMES9/NSL1/LORE/BAH1/NA/ATPUB17/LSD1/AtRIN4/CBP60a/ATBXL4/CRK13/ATHSPRO2/UBAC2B/AtNHR2B/LIK1/AtNHR2A/ATIRE1-2/ATHS83/ATL6/ATPSKR1/ATECS1/ILL6/LRR/PUB25/ATTLP1/THE1/JAS1/EARLI1/ATMLO12/ANAC092/NA/AZI1/PRP/AtCML24/EXT-like/EFR/ATMLO2/NA/PLDBETA/NHL3/ATWRKY33/ANAC062/AtSAP9/B120/ATWRKY11/AHL27",60
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","20/1852","70/22026",7.52940596305867e-07,4.11105565583004e-05,3.48730381446928e-05,"ATMC8/ATWRKY30/ATWRKY53/AtSBP1/ATWRKY8/ATFER1/ATBT4/ATMPK7/AIF2/DREB2/ANAC059/ANAC092/CAT1/ATKTI1/NA/AtCML24/NA/UGT74E2/HSP17.6II/AHK5",20
"GO:0031667","BP","GO:0031667","response to nutrient levels","42/1852","227/22026",9.43551491293697e-07,5.00868583295071e-05,4.2487406333108e-05,"ATATG8E/ATG8C/NA/ATMYB2/DIN11/ATATG18F/LPR2/NA/DIN4/NA/NA/BCDH/MRF4/ATPCAP1/AtATL15/DIN9/NA/ATMGL/CBSX5/AtSAT1/ATWRKY6/ATCIPK23/SHB1/CEPR2/NA/ASN1/CAT1/BCE2/ATWRKY75/ABCG37/NA/SEL1/SS2/ATPAP12/ACO2/ATPAP10/PDLZ2/DGD2/ATG8H/NA/CBSX6/ATUBC24",42
"GO:0080134","BP","GO:0080134","regulation of response to stress","61/1852","392/22026",2.03568057918306e-06,0.000105140150995103,8.91877124307799e-05,"JAZ11/SAG101/SZE2/AthCYSTM3/ATSYP122/ATWRKY53/ATWRKY60/BIR1/ATWRKY18/SZE1/ATTIL/APK2A/ATHLECRK/AT-SYR1/AO/AtGILP/MIEL1/NA/WRKY4/A-PTF-1/AtRIN4/CARK1/AtMAX2/CBP60a/JAZ6/ATWRKY8/RGLG2/MAP3KA/AtDJ1A/BIK1/LIK1/AtSTOP1/VQ9/ATWRKY40/ATPSKR1/MVQ1/IOS1/AtMYB88/ILL6/Kin7.4/AtDTX50/ATEXO70H1/JAS1/EDR4/ANAC092/BAP1/NA/ATMYB44/AtERF53/EXT-like/RHA2A/BON3/ATMLO2/AtSFT12/AtJAZ1/JAI3/NA/LDAP3/ANAC062/AHL27/KLCR2",61
"GO:0071396","BP","GO:0071396","cellular response to lipid","58/1852","367/22026",2.19185053892773e-06,0.000110227009997129,9.35027653725404e-05,"SPHK2/ABO3/AIRP1/ATGID1B/LecRK-VI.3/FBI1/LORE/D14/CIPK3/ATSK21/ATBRI1/ATCDPK2/PYL7/CARK1/ACO3/GLYI4/NA/LRK10L1.1/GASA4/AIRP3/ATCPK32/ZFP6/IOS1/VIK/VI1/ABIG1/FER/ATBETAFRUCT4/ANAC002/THE1/BBX20/ATPK10/BSK7/MERI-5/ATMYB96/ATCBL1/HERK1/ATRBOH/BEH4/SLY1/IBL1/RHA2A/ATGA3OX1/UGT74E2/ABCG30/AtARRE/ATCDPK3/CAR9/BIM1/AHK5/MAPKKK18/ATIWS1/BEH3/KAT2/ATCDPK1/NA/CAR10/DDA1",58
"GO:0009408","BP","GO:0009408","response to heat","43/1852","243/22026",2.3991014393675e-06,0.00011462421412006,9.72328016441611e-05,"AtERF48/ATWRKY25/AtHsp70-2/ABA3/SCL13/ATPK19/ATTIL/APX1/ATSKP2;2/UBAC2B/ATMBF1C/NA/BZIP28/ATHS83/AtCOR47/ATECS1/ABS4/ATCTL1/DREB26/Hop3/RAP2.6/DREB2/WRKY26/AtZAT12/BAP1/NA/DREB2/AtXTH22/ATMYB44/AtSAP10/AtERF53/NA/AtCML24/BIP1/NA/HSP17.6II/ATHSFA1E/SAP3/AtUSP/ATWRKY33/CYT1/ATERDJ3A/ATHSP101",43
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","14/1852","40/22026",2.39925094966112e-06,0.00011462421412006,9.72328016441611e-05,"ATWRKY60/ATWRKY18/CRPK1/LORE/AtRIN4/CRK13/ATPCAP1/BIK1/ATWRKY40/IOS1/AtRLP30/ATEXO70H1/ATKTI1/AHK5",14
"GO:0071496","BP","GO:0071496","cellular response to external stimulus","40/1852","221/22026",2.99658270998521e-06,0.000139669989238579,0.000118478494823549,"ATATG8E/ATG8C/UBC32/NA/ATMYB2/TREPH1/DIN11/LPR2/NA/DIN4/NA/LRK10L1.1/ATPCAP1/NA/ATGSTU19/UBC34/ATMGL/AtOCT4/CBSX5/AtOCT5/AtSAT1/ATWRKY6/ATOCT6/SHB1/NA/ASN1/CAT1/BCE2/UGT74E2/NA/SEL1/SS2/ATPAP12/ATCOR413-PM1/ATPAP10/PDLZ2/DGD2/ATG8H/CBSX6/ATUBC24",40
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","39/1852","215/22026",3.74935459422589e-06,0.000170595634037278,0.000144711931706964,"ATATG8E/ATG8C/UBC32/NA/ATMYB2/DIN11/LPR2/NA/DIN4/NA/LRK10L1.1/ATPCAP1/NA/ATGSTU19/UBC34/ATMGL/AtOCT4/CBSX5/AtOCT5/AtSAT1/ATWRKY6/ATOCT6/SHB1/NA/ASN1/CAT1/BCE2/UGT74E2/NA/SEL1/SS2/ATPAP12/ATCOR413-PM1/ATPAP10/PDLZ2/DGD2/ATG8H/CBSX6/ATUBC24",39
"GO:0009814","BP","GO:0009814","defense response, incompatible interaction","38/1852","208/22026",4.17030456332254e-06,0.000181190134211519,0.000153698976389181,"SZE2/ACD1/ATWRKY53/AT-RLK3/SZE1/BGLU26/DELTA-OAT/ATMES9/BAH1/ATPUB17/LSD1/AtRIN4/CBP60a/ATBXL4/ATHSPRO2/UBAC2B/AtNHR2B/LIK1/AtNHR2A/ATIRE1-2/ATHS83/ATL6/ATECS1/ILL6/PUB25/THE1/JAS1/ATMLO12/AZI1/PRP/EXT-like/ATMLO2/NA/PLDBETA/NHL3/ATWRKY33/ANAC062/AtSAP9",38
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process","54/1852","340/22026",4.17182935913492e-06,0.000181190134211519,0.000153698976389181,"AAO3/SPHK2/DIV2/ABA3/AtDMR6/FRA3/CYP710A1/5PTASE11/CAD1/5PTASE2/SQE6/ATMES9/NSL1/PCRK2/BAH1/AtHMGR1/MIOX2/ATMYBL2/CBB3/NA/ATFLS5/UGT73B2/GLX2-5/CBP60a/AtHGO/ATMES16/AtTAT1/HPD/AtDJ1A/ATIPK2A/ATPUB44/AtDWF4/ASAT1/ROT3/ATSPT1/SMT3/ATCTL1/MIOX4/CYP707A4/ATMYB96/CYP718/ATSMO1/PES1/ATNCED2/AtDIR5/CHI2/AHL/ATGLCAK/AtCLO3/NA/BR6OX2/ACO2/GABA-T/DRY2",54
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","32/1852","162/22026",4.34876741187175e-06,0.00018467765609082,0.000156657352380877,"ATMC8/ATWRKY30/ATWRKY53/ATTIL/APX1/NA/AtSBP1/FIB4/LSD1/ATWI-12/ASG6/RMG1/ATWRKY8/ATFER1/ATBT4/ATMPK7/ATXDH1/AIF2/ATECS1/DREB2/ANAC059/ANAC092/CAT1/ATKTI1/NA/AtCML24/NA/UGT74E2/HSP17.6II/ATERF6/AHK5/CYT1",32
"GO:0031347","BP","GO:0031347","regulation of defense response","44/1852","258/22026",5.00685994104545e-06,0.00020800237711604,0.00017644311920389,"JAZ11/SAG101/SZE2/ATSYP122/ATWRKY53/ATWRKY60/BIR1/ATWRKY18/SZE1/APK2A/ATHLECRK/AT-SYR1/AO/AtGILP/MIEL1/NA/WRKY4/A-PTF-1/AtRIN4/CBP60a/JAZ6/MAP3KA/BIK1/LIK1/ATWRKY40/ATPSKR1/MVQ1/IOS1/ILL6/Kin7.4/ATEXO70H1/JAS1/EDR4/ANAC092/BAP1/ATMYB44/EXT-like/BON3/ATMLO2/AtJAZ1/JAI3/NA/AHL27/KLCR2",44
"GO:0019748","BP","GO:0019748","secondary metabolic process","56/1852","363/22026",6.85390924187612e-06,0.000277450502421793,0.000235354195229591,"AtKFB50/DIV2/ATGSTU22/AtMYB85/BGLU26/APX1/CCOAMT/ATGSTU16/AT103-1A/ATMYBL2/scpl2/ATGSTF5/BGLU16/KFB01/AtPRX71/ATPUB44/CYP81F1/ATGSTU8/AtMAPR5/ATGSTU19/GSL-OH/Rap2.6L/ATGSTU7/ANAC043/ATECS1/ANAC102/ATCTL1/SCPL7/scpl14/BGLU28/BGLU30/ATHOL1/ATBCB/AtNSP5/ATWRKY13/ATGSTU12/ATGSTU11/PSE1/ATMYB96/BGLU27/ATC4H/ATGSTU24/AtDIR5/ABCG37/ABCG6/ATGSTU2/PRX72/ESB1/ATGSTU1/PRX52/ATWRKY33/ATGSTU3/ATCAD5/ATCAD1/ATGPAT5/ATCESA3",56
"GO:0035967","BP","GO:0035967","cellular response to topologically incorrect protein","18/1852","67/22026",6.9689294171879e-06,0.000277450502421793,0.000235354195229591,"DER2.2/ATCHIP/ATUTR1/ATBZIP60/AtHsp70-2/NA/ATRMA1/ATRMA3/BZIP28/ATIRE1-2/NA/BIP1/DER1/AtCDC48B/ATCNX1/ANAC062/ATUTR3/ATBAG1",18
"GO:0060548","BP","GO:0060548","negative regulation of cell death","13/1852","38/22026",7.3434591112587e-06,0.000286394905339089,0.000242941504432619,"ATSYP122/BIR1/AT-SYR1/ATBI-1/AtGILP/ATBRI1/LSD1/AtRIN4/AtMC2/AtILP/ATRBOH/BON3/NA",13
"GO:0090693","BP","GO:0090693","plant organ senescence","30/1852","151/22026",7.58407112146764e-06,0.000289863198262493,0.00024588356899074,"ANAC029/DA1/SAG101/ATWRKY30/ATWRKY53/BFN1/AtDMR6/anac081/AtS40-3/A-PTF-1/NA/ATWI-12/DEAR4/SAG201/ATPUB44/AtWRKY22/UGT76B1/DMP3/ATOPR1/MAP18/ANAC059/ATMLO12/ANAC092/DMP4/ASP3/MAPKKK18/AtORM1/TBL17/SASP/AHL27",30
"GO:0035966","BP","GO:0035966","response to topologically incorrect protein","19/1852","74/22026",8.04789088317194e-06,0.000301559205445913,0.000255804994016198,"DER2.2/ATCHIP/ATUTR1/ATBZIP60/AtHsp70-2/NA/ATRMA1/ATRMA3/BZIP28/ATIRE1-2/NA/BIP1/DER1/AtCDC48B/ATCNX1/ANAC062/ATUTR3/ATBAG1/ATHSP101",19
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process","21/1852","88/22026",9.49141643370448e-06,0.00034880955393864,0.000295886261293622,"EDA36/NA/DELTA-OAT/ETFQO/AtHGO/MCCA/AtTAT1/GDH1/ATHSPRO2/THA1/HPD/MCCB/ALDH6B2/AT-POX/LKR/GDH2/ATMGL/AtTAT2/PDH2/ATIVD/GABA-T",21
"GO:0009624","BP","GO:0009624","response to nematode","20/1852","84/22026",1.59252200710625e-05,0.000574209350109443,0.000487087168012637,"ANTR1/ATYSL3/ATCAT6/AIT1/AMT2/SFP1/ATPUP10/ATWI-12/NA/AtERF#100/PIP2;6/ABS4/NOI/ATKTI1/AtAUX1/At17.1/ABCG6/ATERF6/ATIRT3/NA",20
"GO:0042594","BP","GO:0042594","response to starvation","35/1852","197/22026",1.83427342590918e-05,0.000649128984613416,0.000550639585945446,"ATATG8E/ATG8C/NA/ATMYB2/DIN11/ATATG18F/LPR2/NA/DIN4/NA/MRF4/ATPCAP1/NA/ATMGL/CBSX5/AtSAT1/ATWRKY6/SHB1/CEPR2/NA/ASN1/CAT1/BCE2/ABCG37/NA/SEL1/SS2/ATPAP12/ACO2/ATPAP10/PDLZ2/DGD2/ATG8H/CBSX6/ATUBC24",35
"GO:2000022","BP","GO:2000022","regulation of jasmonic acid mediated signaling pathway","13/1852","42/22026",2.51553357158074e-05,0.000874033573689235,0.000741420421097482,"JAZ11/ATWRKY53/JAO4/JAZ6/GLYI4/JAO2/JAS1/JAV1/ATMYB44/ATJRG21/AtJAZ1/JAI3/ATWRKY11",13
"GO:0010150","BP","GO:0010150","leaf senescence","28/1852","145/22026",2.60336658216808e-05,0.000888398846164858,0.000753606115890761,"ANAC029/DA1/SAG101/ATWRKY30/ATWRKY53/BFN1/AtDMR6/anac081/AtS40-3/A-PTF-1/NA/ATWI-12/DEAR4/SAG201/ATPUB44/AtWRKY22/UGT76B1/ATOPR1/MAP18/ANAC059/ATMLO12/ANAC092/ASP3/MAPKKK18/AtORM1/TBL17/SASP/AHL27",28
"GO:0009267","BP","GO:0009267","cellular response to starvation","30/1852","161/22026",2.79180465596162e-05,0.000935989245182923,0.000793975839368587,"ATATG8E/ATG8C/NA/ATMYB2/DIN11/LPR2/NA/DIN4/NA/ATPCAP1/NA/ATMGL/CBSX5/AtSAT1/ATWRKY6/SHB1/NA/ASN1/CAT1/BCE2/NA/SEL1/SS2/ATPAP12/ATPAP10/PDLZ2/DGD2/ATG8H/CBSX6/ATUBC24",30
"GO:0012501","BP","GO:0012501","programmed cell death","28/1852","146/22026",2.96647076107734e-05,0.000972335969797531,0.000824807840198407,"ATMC8/ATSYP122/DELTA-OAT/CAD1/AT-SYR1/ATBI-1/BRG3/ATCHITIV/AtGILP/ATMC1/NSL1/BAH1/ATPUB17/LSD1/AtRIN4/AtMC2/CRK13/NA/AtILP/ATIRE1-2/CRK4/ANAC092/ATKTI1/ATRBOH/AGP4/AtMC4/EFR/NA",28
"GO:0016192","BP","GO:0016192","vesicle-mediated transport","69/1852","500/22026",3.00197918461823e-05,0.000972335969797531,0.000824807840198407,"ATEXO70G2/ATEXO70H2/ATEXO70E2/NA/CHMP1A/ClAP/ARA-7/ATG14a/ATSEC1B/ATSYP122/GOT1/BP80-3;1/ATVAMP714/AT-SYR1/VPS37-1/ATVAMP722/ATSYP52/ARA-6/FLS2/ckl3/ATVAMP711/NA/ATVTI12/EMB258/PICALM3/PRA1.H/ATEXO70E1/NA/p24delta5/ATVAMP725/NA/AT-RAB2/PRA1.E/AUXILIN-LIKE1/EMB2754/ATSYP22/NA/ABCI18/AGD5/ATRAB-E1D/ASAR1/PRA1.F3/ATEXO70H1/CKL13/EDR4/ATRAB7B/NA/EXT-like/ATEXO70D1/PICALM5B/ATSAR1/NA/ATGP1/ckl7/FREE1/NA/PRA1.B6/NA/CHMP1B/ATSEC22/AP2S/ECH/ATGB2/PDLZ2/VPS20.2/NA/VPS60.1/VPS60.2/ARFA1D",69
"GO:0009409","BP","GO:0009409","response to cold","61/1852","429/22026",3.53166498193612e-05,0.00112483529674666,0.000954169135470462,"NA/AtSLD1/MYC70/ATWRKY25/ABA3/ATPK19/ATTIL/STMP6/CRPK1/ERD6/LSD1/ATGSTF5/ATFER1/ATPCAP1/NA/GLP5/AKR4C8/Rap2.6L/TUB8/AtCOR47/RCI2A/AtOCT5/KCS20/CAMTA2/AtSAT1/KCS1/COR28/DREB26/RAP2.6/RAP2.4/MAP18/EARLI1/ATBCB/AZI1/STZ/ATMYB15/NA/AtZAT12/BAP1/ATSZF2/AtXTH22/AtSAP10/ATMYB96/AtCML24/ATCBL1/NA/ATCSLD2/LTI30/AGL68/AtCLO3/LTI6b/AtUSP/ATCOR413-PM1/GORK/KCS3/ATWRKY33/ANAC062/ATCAX1/ERD14/AtSUN3/VIN3",61
"GO:0008219","BP","GO:0008219","cell death","33/1852","187/22026",3.61139380251214e-05,0.00113137271419684,0.000959714660201673,"ATMC8/ACD1/ATSYP122/BIR1/DELTA-OAT/CAD1/AT-SYR1/ATBI-1/BRG3/ATCHITIV/AtGILP/ATMC1/NSL1/BAH1/ATPUB17/ATBRI1/LSD1/AtRIN4/AtMC2/CRK13/NA/AtILP/AtMYB108/ATIRE1-2/CRK4/ANAC092/ATKTI1/ATRBOH/AGP4/AtMC4/EFR/BON3/NA",33
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","21/1852","96/22026",3.8835896177869e-05,0.00119702254186948,0.00101540373707841,"ATGGH3/ATGSTU22/EDA36/HMT3/ETHE1/ATGSTU16/AT103-1A/ATGGH1/ATGSTU8/ATGSTU19/ATGSTU7/ATECS1/GGT1/GGT2/ATGSTU12/ATGSTU11/ATGSTU24/ATGSTU2/AtPSS1/ATGSTU1/ATGSTU3",21
"GO:0045324","BP","GO:0045324","late endosome to vacuole transport","12/1852","38/22026",4.11231154273027e-05,0.00124740116796151,0.00105813864257387,"CHMP1A/ARA-7/NA/NA/ATSYP22/ATRAB7B/EXT-like/NA/CHMP1B/VPS20.2/VPS60.1/VPS60.2",12
"GO:0032509","BP","GO:0032509","endosome transport via multivesicular body sorting pathway","10/1852","28/22026",5.50503049088264e-05,0.00161168776264466,0.00136715368336929,"CHMP1A/VPS37-1/NA/NA/EXT-like/NA/CHMP1B/VPS20.2/VPS60.1/VPS60.2",10
"GO:0043069","BP","GO:0043069","negative regulation of programmed cell death","10/1852","28/22026",5.50503049088264e-05,0.00161168776264466,0.00136715368336929,"ATSYP122/AT-SYR1/ATBI-1/AtGILP/LSD1/AtRIN4/AtMC2/AtILP/ATRBOH/NA",10
"GO:0010118","BP","GO:0010118","stomatal movement","28/1852","151/22026",5.56626856800352e-05,0.00161168776264466,0.00136715368336929,"UBC32/ABA3/ATHLECRK/AT-SYR1/AIT1/ATVAMP711/ATHO1/ATPCAP1/ZIFL1/AIRP3/UBC34/FAB1B/ATSYP22/BHP/ATCIPK23/FER/ATKCO1/ATCBL1/ATRBOH/ATMYB86/BON3/CuAO/ATCDPK3/AtCLO3/AHK5/MAPKKK18/AHA1/AT-NHX1",28
"GO:0009407","BP","GO:0009407","toxin catabolic process","13/1852","46/22026",7.29708358054172e-05,0.00208130249588287,0.00176551590165503,"ATGSTU22/ATGSTU16/AT103-1A/ATGSTF5/ATGSTU8/ATGSTU19/ATGSTU7/ATGSTU12/ATGSTU11/ATGSTU24/ATGSTU2/ATGSTU1/ATGSTU3",13
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","10/1852","29/22026",7.7715719954152e-05,0.00215238754829543,0.00182581554125697,"DER2.2/ATUTR1/ATBZIP60/BZIP28/ATIRE1-2/BIP1/DER1/ATCNX1/ANAC062/ATUTR3",10
"GO:0071985","BP","GO:0071985","multivesicular body sorting pathway","10/1852","29/22026",7.7715719954152e-05,0.00215238754829543,0.00182581554125697,"CHMP1A/VPS37-1/NA/NA/EXT-like/NA/CHMP1B/VPS20.2/VPS60.1/VPS60.2",10
"GO:0009269","BP","GO:0009269","response to desiccation","9/1852","24/22026",8.39207550370734e-05,0.0022910366125121,0.00194342801138486,"RD19/ATGRP-3/ALDH7B4/ALDH3H1/NA/AtCLO3/RD2/AtLEA14/ERD14",9
"GO:0006986","BP","GO:0006986","response to unfolded protein","13/1852","47/22026",9.31669678045733e-05,0.00250763486583859,0.00212716279346246,"DER2.2/ATUTR1/ATBZIP60/AtHsp70-2/BZIP28/ATIRE1-2/NA/BIP1/DER1/ATCNX1/ANAC062/ATUTR3/ATHSP101",13
"GO:0098754","BP","GO:0098754","detoxification","21/1852","103/22026",0.000114466201211004,0.00303812375714206,0.00257716300972143,"ATGSTU22/AtNIT4/HMA5/ATGSTU16/AT103-1A/ATGSTF5/AtNIT2/NA/AtPRX71/ATGSTU8/ATGSTU19/ATGSTU7/CAT1/ATGSTU12/ATGSTU11/ATGSTU24/HAC1/ABCG37/ATGSTU2/ATGSTU1/ATGSTU3",21
"GO:0009636","BP","GO:0009636","response to toxic substance","24/1852","126/22026",0.00011926442478561,0.00311732055982017,0.00264434364048752,"ATGSTU22/AtNIT4/HMA5/ATGSTU16/AT103-1A/ATGSTF5/AtNIT2/NA/JAO2/AtPRX71/DIN9/ATGSTU8/ATGSTU19/ATGSTU7/ALF5/CAT1/ATGSTU12/ATGSTU11/ATGSTU24/HAC1/ABCG37/ATGSTU2/ATGSTU1/ATGSTU3",24
"GO:0009404","BP","GO:0009404","toxin metabolic process","15/1852","61/22026",0.000120712570081995,0.00311732055982017,0.00264434364048752,"ATGSTU22/ATGSTU16/AT103-1A/ATGSTF5/ATGSTU8/ATGSTU19/ATGSTU7/ATECS1/ATGSTU12/ATGSTU11/ATGSTU24/ATGSTU2/ATGSTU1/ATWRKY33/ATGSTU3",15
"GO:0009808","BP","GO:0009808","lignin metabolic process","16/1852","68/22026",0.000127337285386905,0.00324455403165834,0.00275227255432749,"AtMYB85/APX1/CCOAMT/AtPRX71/AtMAPR5/ANAC043/ATCTL1/ATBCB/ATWRKY13/ATC4H/PRX72/ESB1/PRX52/ATCAD5/ATCAD1/ATCESA3",16
"GO:0009809","BP","GO:0009809","lignin biosynthetic process","14/1852","55/22026",0.000135524722824574,0.00340773349102317,0.00289069353393136,"AtMYB85/APX1/CCOAMT/AtMAPR5/ANAC043/ATCTL1/ATBCB/ATWRKY13/PRX72/ESB1/PRX52/ATCAD5/ATCAD1/ATCESA3",14
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","20/1852","97/22026",0.000140378260494128,0.00346565160628483,0.00293982399607736,"DER2.2/AtHrd1B/ATUTR1/ATBZIP60/ATBI-1/NA/ATVAMP722/ATRMA1/ATRMA3/BZIP28/ATIRE1-2/UBC34/BIP1/DER1/AtCDC48B/AtORM1/ATCNX1/ANAC062/ATUTR3/ATPDI10",20
"GO:0016050","BP","GO:0016050","vesicle organization","22/1852","112/22026",0.000141455167603462,0.00346565160628483,0.00293982399607736,"ATEXO70E2/NA/ClAP/ATG14a/ATSYP122/AT-SYR1/ATSYP52/ATVTI12/EMB258/PICALM3/NA/EMB2754/ATSYP22/ASAR1/PICALM5B/ATSAR1/NA/FREE1/ATSEC22/VPS20.2/VPS60.1/VPS60.2",22
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","30/1852","176/22026",0.000152453493955924,0.00364272497569178,0.00309003082572659,"ATATG8E/ATG8C/NA/ATMYB2/DIN11/LPR2/NA/DIN4/NA/ATPCAP1/NA/ATMGL/CBSX5/AtSAT1/ATWRKY6/SHB1/NA/ASN1/CAT1/BCE2/NA/SEL1/SS2/ATPAP12/ATPAP10/PDLZ2/DGD2/ATG8H/CBSX6/ATUBC24",30
"GO:0080167","BP","GO:0080167","response to karrikin","24/1852","128/22026",0.000153698569618576,0.00364272497569178,0.00309003082572659,"LNK4/BBX24/SMAX1/ATOPT4/ATGSTF5/SNRK2-8/JAO2/LKR/ZIFL1/NA/ATBFRUCT1/NA/ABS2/NA/ATGPAT1/COR28/BBX20/BGLU28/ATC4H/UGT74E2/PEARLI/ADR1/NA/NA",24
"GO:0042537","BP","GO:0042537","benzene-containing compound metabolic process","17/1852","76/22026",0.00015440121561017,0.00364272497569178,0.00309003082572659,"AtDMR6/NA/CAD1/ATMES9/NSL1/PCRK2/BAH1/UGT1/CBP60a/AtHGO/ATMES16/ATHSPRO2/ATCTL1/ATGSTU24/AtDIR5/ABCG37/KAT2",17
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","12/1852","43/22026",0.000156916794825086,0.00365692676720415,0.0031020778437822,"DER2.2/ATUTR1/ATBZIP60/AtHsp70-2/BZIP28/ATIRE1-2/NA/BIP1/DER1/ATCNX1/ANAC062/ATUTR3",12
"GO:0009738","BP","GO:0009738","abscisic acid-activated signaling pathway","33/1852","202/22026",0.000169082969794448,0.00387045349351144,0.00328320712771358,"ABO3/AIRP1/LecRK-VI.3/FBI1/CIPK3/ATCDPK2/PYL7/CARK1/GLYI4/NA/AIRP3/ATCPK32/ZFP6/IOS1/ABIG1/FER/ANAC002/ATPK10/ATMYB96/ATCBL1/ATRBOH/RHA2A/ABCG30/AtARRE/ATCDPK3/CAR9/AHK5/MAPKKK18/KAT2/ATCDPK1/NA/CAR10/DDA1",33
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","7/1852","16/22026",0.000170129823890613,0.00387045349351144,0.00328320712771358,"LORE/PCRK2/MAP3KA/BIK1/ATPCB/AtSDF2/ATERDJ3B",7
"GO:0055083","BP","GO:0055083","monovalent inorganic anion homeostasis","8/1852","21/22026",0.000184569231016851,0.00414955059380238,0.00351995808998082,"ATTIL/AtGDPD1/AtZAT6/ATPAP26/AtG3Pp5/PHT5;1/ATCAX1/ATUBC24",8
"GO:1900424","BP","GO:1900424","regulation of defense response to bacterium","13/1852","51/22026",0.000229649481931847,0.0051030251159507,0.00432876624449259,"SAG101/SZE2/SZE1/APK2A/ATHLECRK/MIEL1/WRKY4/CBP60a/MAP3KA/BIK1/IOS1/ATEXO70H1/EXT-like",13
"GO:0032101","BP","GO:0032101","regulation of response to external stimulus","30/1852","181/22026",0.00025285915156255,0.00555418205328773,0.00471147118458955,"SAG101/SZE2/ATSYP122/ATWRKY18/SZE1/APK2A/ATHLECRK/AT-SYR1/AO/AtGILP/MIEL1/NA/WRKY4/AtRIN4/CBP60a/MAP3KA/BIK1/LIK1/ATWRKY40/IOS1/ILL6/ATEXO70H1/JAS1/EDR4/ANAC092/ATWRKY75/ATMYB44/EXT-like/NA/AHL27",30
"GO:0046513","BP","GO:0046513","ceramide biosynthetic process","7/1852","17/22026",0.00026826131082919,0.00576008275274812,0.00488613150416266,"ATSPT1/GCS/DES-1-LIKE/IPUT1/AtORM1/LAG1/AtIPCS2",7
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","7/1852","17/22026",0.00026826131082919,0.00576008275274812,0.00488613150416266,"flot2/AT-SYR1/NA/NA/PICALM5B/NA/CSI1",7
